time(millisecond),ModifyDate,GPSLatitude,GPSLongitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),AbsoluteAltitude,height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2022-06-18 20:00:17,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,116.4,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,Setting new Return-To-Home altitude to 150m (492 ft). Data Recorder File Index is 282. Setting new Maximum Flight Altitude to 8m (26 ft)
100,2022-06-18 20:00:17,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,364,386,389,1626,-100,-97,-96,91,116.4,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
200,2022-06-18 20:00:17,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.8,1.9,-0.2,0,0,781,591,772,1195,-37,-66,-38,26,116.2,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
300,2022-06-18 20:00:17,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,114.6,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
400,2022-06-18 20:00:17,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,113.6,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
500,2022-06-18 20:00:17,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,113.6,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
600,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,113.2,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
700,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,112.9,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
800,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,112.8,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
900,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,0,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,112.7,0,100,4.269,4.275,4.274,4.27,0,0,0,57.11,10835.882418599,0,41,Motors_Started,
1000,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.8,-0.2,0,0,1024,1024,1040,1024,0,0,2,0,112.6,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,41,Motors_Started,
1100,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1063,1024,0,0,6,0,112.5,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,41,Motors_Started,
1200,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1093,1018,0,0,10,-1,112.5,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,41,Motors_Started,
1300,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1102,1019,0,0,12,-1,112.4,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,41,Motors_Started,
1400,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1117,1024,0,0,14,0,112.4,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,41,Motors_Started,
1500,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1166,1024,0,0,22,0,112.4,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,10,Assisted_Takeoff,Battery performance will significantly reduced when its temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.
1600,2022-06-18 20:00:18,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1240,998,0,0,33,-4,112.3,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,10,Assisted_Takeoff,
1700,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,0,0,17.038,10835.882418599,0,0,0,0,0,0,111.9,1.9,-0.2,0,0,1024,1024,1240,1010,0,0,33,-2,112.3,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,10,Assisted_Takeoff,
1800,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,17.038,10835.882418599,0,0,0,0,0,0,111.8,1.9,-0.2,0,0,1024,1024,1236,1022,0,0,32,0,112.3,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,10,Assisted_Takeoff,
1900,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,17.038,10835.882418599,0,0,0,0,0,0,111.7,1.9,-0.1,0,0,1024,1024,1233,1024,0,0,32,0,112.3,0,100,4.269,4.275,4.274,4.27,0,0,1.244,57.11,10835.882418599,0,10,Assisted_Takeoff,
2000,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,16.984,10835.882418599,0,0,0,0,0,0,111.6,1.9,-0.2,0,0,1024,1024,1237,1024,0,0,32,0,112.2,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,10,Assisted_Takeoff,
2100,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,16.984,10835.882418599,0,0,0,0,0,0,111.5,1.8,-0.1,0,0,1024,1024,1241,1024,0,0,33,0,112.2,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,10,Assisted_Takeoff,
2200,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,16.984,10835.882418599,0,0,0,0,0,0,111.6,1.8,0,0,0,1039,1024,1233,1024,2,0,32,0,112.2,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,10,Assisted_Takeoff,
2300,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,16.984,10835.882418599,0,0,0,0,0,0,111.6,1.9,2.5,0,0,1183,1024,1219,1024,24,0,30,0,112.2,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,10,Assisted_Takeoff,
2400,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0,0,0,9,0,16.984,10835.882418599,0,0,0,0,0,-0.223694,111.6,2.1,6.4,0,0,1383,1024,1209,1023,54,0,28,0,112.1,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,10,Assisted_Takeoff,
2500,2022-06-18 20:00:19,0,0,0,,,10835.882418599,0.328084,0.4921268,0,0,9,0,16.984,10835.882418599,0,0.4921268,0,-0.447388,-0.223694,-0.447388,111.6,-0.6,5.1,0,0,1438,1024,1206,1015,63,0,28,-1,112.1,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,6,P-GPS,
2600,2022-06-18 20:00:20,0,0,0,,,10835.882418599,0.656168,0.7158208,0,0,9,0,16.984,10835.882418599,0,0.7158208,0,-0.671082,-0.223694,-0.671082,111.7,-5.5,1.2,0,0,1416,1024,1209,999,59,0,28,-4,112.1,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,6,P-GPS,
2700,2022-06-18 20:00:20,0,0,0,,,10835.882418599,0.656168,0.894776,0,0,9,0,16.984,10835.882418599,0,0.894776,0,-0.894776,0,-0.894776,111.7,-6.4,-0.3,0,0,1416,1024,1233,935,59,0,32,-13,112.1,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10835.882418599,0,6,P-GPS,
2800,2022-06-18 20:00:20,0,0,0.328084,,,10836.210502599,0.984252,0.9171454,0,0,9,2,16.984,10836.210502599,0.328084,0.9171454,0,-0.894776,0.223694,-0.894776,111.2,-6.8,-1.8,0,0,1381,1024,1216,705,54,0,29,-48,112,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10836.210502599,0.328084,6,P-GPS,
2900,2022-06-18 20:00:20,0,0,0.328084,,,10836.210502599,0.984252,1.2079476,0,0,9,2,16.984,10836.210502599,0.328084,1.2079476,0,-1.11847,0.447388,-0.894776,110,-7.6,-2.9,0,0,1423,1024,1204,650,60,0,27,-57,110.7,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10836.210502599,0.328084,6,P-GPS,
3000,2022-06-18 20:00:20,0,0,0.656168,,,10836.538586599,0.984252,1.2750558,0,0,9,2,16.984,10836.538586599,0.656168,1.2750558,0,-0.894776,0.894776,-1.11847,106.1,-7,-3.4,0,0,1632,995,1187,752,92,-4,25,-41,107.7,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10836.538586599,0.656168,6,P-GPS,Setting new Maximum Flight Altitude to 30m (98 ft)
3100,2022-06-18 20:00:20,0,0,0.656168,,,10836.538586599,1.312336,1.4316416,0,0,9,2,16.984,10836.538586599,0.656168,1.4316416,0,-0.894776,1.11847,-1.342164,98.7,-6.7,-2,0,0,1578,917,1183,873,84,-16,24,-23,102.9,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10836.538586599,0.656168,6,P-GPS,
3200,2022-06-18 20:00:20,0,0,0.984252,,,10836.866670599,1.64042,1.4987498,0,0,9,2,16.984,10836.866670599,0.984252,1.4987498,0,-0.671082,1.342164,-1.342164,92.5,-7.6,0.8,0,0,1526,911,1209,906,76,-17,28,-18,97.4,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10836.866670599,0.984252,6,P-GPS,
3300,2022-06-18 20:00:20,0,0,1.312336,,,10837.194754599,1.64042,1.7000744,0,0,9,2,16.984,10837.194754599,1.312336,1.7000744,0,-0.671082,1.565858,-1.342164,88,-9.2,-1.8,0,0,1495,927,1232,941,71,-15,32,-13,97.4,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10837.194754599,1.312336,6,P-GPS,
3400,2022-06-18 20:00:20,0,0,1.312336,,,10837.194754599,1.968504,1.8342908,0,0,9,2,16.984,10837.194754599,1.312336,1.8342908,0,-0.447388,1.789552,-1.342164,86.5,-8.4,-3.7,0,0,1487,934,1227,1014,70,-14,31,-2,92.8,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10837.194754599,1.312336,6,P-GPS,
3500,2022-06-18 20:00:20,0,0,1.64042,,,10837.522838599,1.968504,2.0356154,0,0,7,2,16.984,10837.522838599,1.64042,2.0356154,0,-0.223694,2.013246,-1.565858,85.7,-7,-0.4,0,0,1460,933,1241,1024,66,-14,33,0,88.9,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10837.522838599,1.64042,6,P-GPS,
3600,2022-06-18 20:00:21,0,0,1.968504,,,10837.850922599,2.296588,2.2816788,0,0,7,2,16.984,10837.850922599,1.968504,2.2816788,0,-0.447388,2.23694,-1.565858,85.2,-7.1,1,0,0,1470,937,1234,1024,68,-13,32,0,88.9,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10837.850922599,1.968504,6,P-GPS,
3700,2022-06-18 20:00:21,0,0,1.968504,,,10837.850922599,2.624672,2.2816788,0,0,7,2,16.984,10837.850922599,1.968504,2.2816788,0,-0.447388,2.23694,-1.789552,85.2,-7.3,-1.2,0,0,1470,937,1234,1024,68,-13,32,0,88.1,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10837.850922599,1.968504,6,P-GPS,
3800,2022-06-18 20:00:21,0,0,2.296588,,,10838.179006599,2.624672,2.460634,0,0,8,2,16.984,10838.179006599,2.296588,2.460634,0,-0.223694,2.460634,-1.789552,85.4,-7.4,-0.8,0,0,1400,1006,1120,1024,57,-3,15,0,87.6,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10838.179006599,2.296588,6,P-GPS,
3900,2022-06-18 20:00:21,0,0,2.624672,,,10838.507090599,2.952756,2.684328,0,0,9,2,16.984,10838.507090599,2.624672,2.684328,0,-0.223694,2.684328,-2.013246,85.3,-8.5,-2.4,0,0,1400,1006,1120,1024,57,-3,15,0,87.3,0,100,4.252,4.261,4.262,4.259,0,0,1.74,57.11,10838.507090599,2.624672,6,P-GPS,
4000,2022-06-18 20:00:21,0,0,2.952756,,,10838.835174599,3.28084,2.908022,0,0,9,2,15.612,10838.835174599,2.952756,2.908022,0,0,2.908022,-2.013246,85.1,-8.9,-2.9,0,0,1367,1024,1104,1024,52,0,12,0,87,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10838.835174599,2.952756,6,P-GPS,
4100,2022-06-18 20:00:21,0,0,3.28084,,,10839.163258599,3.608924,3.131716,0,0,8,2,15.612,10839.163258599,3.28084,3.131716,0,0,3.131716,-1.789552,85.1,-8.4,-2.5,0,0,1320,1024,1041,1024,45,0,3,0,86.8,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.163258599,3.28084,6,P-GPS,
4200,2022-06-18 20:00:21,0,0,3.608924,,,10839.491342599,3.608924,3.131716,0,0,8,2,15.612,10839.491342599,3.608924,3.131716,0,0,3.35541,-1.565858,85,-8.7,-1.6,0,0,1272,1024,1024,1024,38,0,0,0,86.6,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.491342599,3.608924,6,P-GPS,
4300,2022-06-18 20:00:21,0,0,3.608924,,,10839.491342599,3.608924,3.579104,0,0,9,2,15.612,10839.491342599,3.608924,3.579104,0,0,3.579104,-1.11847,85,-8.4,-1.1,0,0,1234,1024,1024,1024,32,0,0,0,86.5,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.491342599,3.608924,6,P-GPS,
4400,2022-06-18 20:00:21,0,0,3.937008,,,10839.819426599,3.937008,3.579104,0,0,9,2,15.612,10839.819426599,3.937008,3.579104,0,0,3.579104,-0.447388,84.9,-7,0,0,0,1224,1024,1024,1024,30,0,0,0,86.4,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
4500,2022-06-18 20:00:21,0,0,3.937008,,,10839.819426599,3.937008,3.579104,0,0,9,2,15.612,10839.819426599,3.937008,3.579104,0,0,3.579104,-0.223694,84.9,-5.1,0.4,0,0,1214,1024,1024,1024,29,0,0,0,86.3,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
4600,2022-06-18 20:00:21,0,0,3.937008,,,10839.819426599,3.937008,3.579104,0,0,9,2,15.612,10839.819426599,3.937008,3.579104,0,0,3.579104,0,85,-3.6,0.5,0,0,1174,1024,1024,1024,23,0,0,0,86.3,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
4700,2022-06-18 20:00:22,0,0,3.937008,,,10839.819426599,3.937008,3.802798,0,0,9,2,15.612,10839.819426599,3.937008,3.802798,0,0,3.802798,0,84.9,-2.9,-0.2,0,0,1113,1024,1024,1024,13,0,0,0,86.2,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
4800,2022-06-18 20:00:22,0,0,3.937008,,,10839.819426599,3.937008,3.802798,0,0,9,2,15.612,10839.819426599,3.937008,3.802798,0,0,3.802798,-0.223694,84.9,-2.5,-0.5,0,0,1024,1024,1034,1024,0,0,2,0,86.2,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
4900,2022-06-18 20:00:22,0,0,3.937008,,,10839.819426599,3.937008,3.802798,0,0,9,2,15.612,10839.819426599,3.937008,3.802798,0,0,3.802798,0,84.8,-0.6,0,0,0,1024,1024,1034,1024,0,0,2,0,86.2,0,100,4.118,4.129,4.117,4.101,0,0,4.578,57.11,10839.819426599,3.937008,6,P-GPS,
5000,2022-06-18 20:00:22,0,0,3.608924,,,10839.491342599,3.937008,3.802798,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,0,3.802798,0.223694,84.7,3.8,-0.4,0,0,1024,1024,1048,1024,0,0,4,0,86.1,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.491342599,3.608924,6,P-GPS,
5100,2022-06-18 20:00:22,0,0,3.608924,,,10839.491342599,3.937008,3.35541,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,0,3.35541,0.223694,84.5,8.1,-0.4,0,0,1024,1024,1051,1024,0,0,4,0,86.1,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.491342599,3.608924,6,P-GPS,
5200,2022-06-18 20:00:22,0,0,3.28084,,,10839.163258599,3.937008,2.684328,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,-0.223694,2.684328,0.223694,84.4,10.9,-0.9,0,0,1024,1024,1054,1024,0,0,5,0,86.1,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5300,2022-06-18 20:00:22,0,0,3.28084,,,10839.163258599,3.608924,2.0579848,0,0,8,2,15.557,10839.819426599,3.937008,3.802798,0,-0.447388,2.013246,0.223694,84.3,10.8,-0.5,0,0,1024,1024,1102,1024,0,0,12,0,86.1,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5400,2022-06-18 20:00:22,0,0,3.28084,,,10839.163258599,0,1.6329662,0,0,8,2,15.557,10839.819426599,3.937008,3.802798,0,-0.447388,1.565858,0,84.3,8.6,-1.5,0,0,1024,1024,1119,1024,0,0,14,0,86,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5500,2022-06-18 20:00:22,0,0,3.28084,,,10839.163258599,22.309712,1.4987498,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,-0.671082,1.342164,0,84.3,6.1,-3.3,0,0,1024,1024,1099,1024,0,0,11,0,86,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5600,2022-06-18 20:00:23,0,0,3.28084,,,10839.163258599,22.309712,1.6329662,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,-0.447388,1.565858,-0.223694,84.4,5,-3.4,0,0,1024,1024,1095,1024,0,0,11,0,85.9,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5700,2022-06-18 20:00:23,0,0,3.28084,,,10839.163258599,22.309712,1.4092722,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,-0.447388,1.342164,-0.223694,84.6,3.5,-3.7,0,0,1024,1024,1065,1024,0,0,6,0,85.9,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.163258599,3.28084,6,P-GPS,
5800,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,1.2079476,0,0,9,2,15.557,10839.819426599,3.937008,3.802798,0,-0.447388,1.11847,-0.223694,84.7,2,-4,0,0,1024,1024,1024,1024,0,0,0,0,85.9,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.491342599,3.608924,6,P-GPS,
5900,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,1.1408394,0,0,8,2,15.557,10839.819426599,3.937008,3.802798,0,-0.223694,1.11847,-0.223694,84.7,1.5,-3.5,0,0,1024,1024,1024,1024,0,0,0,0,85.9,0,100,3.924,3.954,3.953,3.935,0,0,14.648,57.11,10839.491342599,3.608924,6,P-GPS,
6000,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0.9171454,0,0,8,2,15.968,10839.819426599,3.937008,3.802798,0,-0.223694,0.894776,0,84.8,1.8,-3.6,0,0,1024,1024,1024,1024,0,0,0,0,85.9,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6100,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0.7158208,0,0,8,2,15.968,10839.819426599,3.937008,3.802798,0,-0.223694,0.671082,0,84.7,2.1,-3.8,0,0,1024,1024,1024,1024,0,0,0,0,85.9,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6200,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0.3131716,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,-0.223694,0.223694,0,84.7,1.2,-3.1,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6300,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0.3131716,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,-0.223694,0.223694,0,84.5,0.4,-2.1,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6400,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0.223694,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,-0.223694,0,0,84.6,0.1,-3.9,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6500,2022-06-18 20:00:23,0,0,3.608924,,,10839.491342599,22.309712,0,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,0,0,0,84.9,-1.2,-4.2,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6600,2022-06-18 20:00:24,0,0,3.608924,,,10839.491342599,22.309712,0,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,0,0,0.223694,85.1,-1.7,-0.6,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6700,2022-06-18 20:00:24,0,0,3.608924,,,10839.491342599,22.309712,0,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,0,0,0,85,-1.4,1.3,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.491342599,3.608924,6,P-GPS,
6800,2022-06-18 20:00:24,4.52525060191254,-73.773419795461,3.28084,,,10839.163258599,22.309712,0,0,0,9,2,15.968,10839.819426599,3.937008,3.802798,0,0,0,0,84.8,-1.6,0,0,0,1024,1024,1024,1024,0,0,0,0,85.8,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.163258599,3.28084,6,P-GPS,
6900,2022-06-18 20:00:24,4.52525057965741,-73.7734198258594,3.28084,,,10839.163258599,22.309712,0,0.0137175529324,0.0137175529324,9,2,15.968,10839.819426599,3.937008,3.802798,0.0137175529324,0,0,0,84.8,-0.8,-1.1,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.962,3.99,3.984,3.969,0,0,10.656,57.11,10839.163258599,3.28084,6,P-GPS,
7000,2022-06-18 20:00:24,4.5252506314346,-73.7734198412218,3.28084,,,10839.163258599,22.309712,0,0.0198250006344,0.033417323904,9,2,15.584,10839.819426599,3.937008,3.802798,0.0198250006344,0,0,0,84.9,-1,-1.1,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.927,3.962,3.957,3.948,0,0,12.662,57.11,10839.163258599,3.28084,6,P-GPS,
7100,2022-06-18 20:00:24,4.52525069955162,-73.7734199015899,3.28084,,,10839.163258599,22.309712,0.3131716,0.052526576484,0.06657972654,9,2,15.584,10839.819426599,3.937008,3.802798,0.052526576484,0.223694,-0.223694,0,84.9,-1.3,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.927,3.962,3.957,3.948,0,0,12.662,57.11,10839.163258599,3.28084,6,P-GPS,
7200,2022-06-18 20:00:24,4.5252508237062,-73.7734199682945,3.28084,,,10839.163258599,22.309712,0,0.1024688353,0.117965554956,9,2,15.584,10839.819426599,3.937008,3.802798,0.1024688353,0,0,0,84.9,-1.4,1,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.927,3.962,3.957,3.948,0,0,12.662,57.11,10839.163258599,3.28084,6,P-GPS,
7300,2022-06-18 20:00:24,4.52525090706322,-73.773420078203,3.28084,,,10839.163258599,22.309712,0,0.151560700388,0.168194231104,9,2,15.584,10839.819426599,3.937008,3.802798,0.151560700388,0,0,0,84.8,-1.9,0.7,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.927,3.962,3.957,3.948,0,0,12.662,57.11,10839.163258599,3.28084,6,P-GPS,
7400,2022-06-18 20:00:24,4.52525097657511,-73.7734201425101,3.608924,,,10839.491342599,22.309712,0.223694,0.186060701492,0.202694560292,9,2,15.584,10839.819426599,3.937008,3.802798,0.186060701492,-0.223694,0,0,84.8,-2.6,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,85.7,0,100,3.927,3.962,3.957,3.948,0,0,12.662,57.11,10839.491342599,3.608924,6,P-GPS,
