time(millisecond),ModifyDate,GPSLatitude,GPSLongitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),AbsoluteAltitude,height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
40800,2022-06-18 20:00:58,4.52531274145738,-73.7732314201348,-6.233596,,,10829.648822599,15.748032,3.1988242,72.167981312,93.385501676,8,4,15.282,10851.302366599,15.419948,14.1598302,72.167981312,1.342164,2.908022,1.342164,63.5,-4,-0.7,0,0,1115,1024,769,1024,14,0,-39,0,63.3,0,98,3.825,3.868,3.859,3.845,0,0,12.46,60.71,10829.648822599,-6.233596,6,P-GPS,
40900,2022-06-18 20:00:58,4.52531349641053,-73.7732302817963,-6.56168,,,10829.320738599,15.748032,3.1988242,72.64764012,93.882548936,8,4,15.282,10851.302366599,15.419948,14.1598302,72.64764012,1.342164,2.908022,1.342164,63.6,-3.6,0.2,0,0,1103,1024,804,1024,12,0,-33,0,63.3,0,98,3.825,3.868,3.859,3.845,0,0,12.46,60.71,10829.320738599,-6.56168,6,P-GPS,
41000,2022-06-18 20:00:58,4.52531420059531,-73.7732292065719,-6.889764,,,10828.992654599,15.748032,3.1988242,73.100067956,94.35039672,8,4,15.392,10851.302366599,15.419948,14.1598302,73.100067956,1.342164,2.908022,1.342164,63.7,-2.7,0.4,0,0,1063,1024,937,1024,6,0,-13,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.992654599,-6.889764,6,P-GPS,
41100,2022-06-18 20:00:58,4.52531486821826,-73.7732281378409,-6.889764,,,10828.992654599,15.748032,2.908022,73.545934112,94.809386236,8,4,15.392,10851.302366599,15.419948,14.1598302,73.545934112,1.11847,2.684328,1.342164,63.4,-2.3,0.1,0,0,1032,1024,1024,1024,1,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.992654599,-6.889764,6,P-GPS,
41200,2022-06-18 20:00:58,4.52531546185775,-73.773227158284,-7.217848,,,10828.664570599,15.748032,2.908022,73.952758272,95.226381,8,4,15.392,10851.302366599,15.419948,14.1598302,73.952758272,1.11847,2.684328,1.565858,63.4,0.1,-0.8,0,0,1030,1024,1024,1024,1,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.664570599,-7.217848,6,P-GPS,
41300,2022-06-18 20:00:58,4.52531603454242,-73.7732262321869,-7.545932,,,10828.336486599,15.748032,2.5053728,74.33891314,95.622706472,8,4,15.392,10851.302366599,15.419948,14.1598302,74.33891314,1.11847,2.23694,0.671082,63.5,3.5,-0.1,0,0,1040,1026,1024,1024,2,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41400,2022-06-18 20:00:58,4.52531647422882,-73.7732254828057,-7.545932,,,10828.336486599,16.076116,1.9908766,74.648624436,95.938979448,8,4,15.392,10851.302366599,15.419948,14.1598302,74.648624436,0.894776,1.789552,0.223694,63.6,3.3,0.2,0,0,1040,1044,1024,1024,2,3,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41500,2022-06-18 20:00:58,4.52531684958516,-73.7732248623842,-7.545932,,,10828.336486599,16.076116,1.7000744,74.906170376,96.202758984,8,4,15.392,10851.302366599,15.419948,14.1598302,74.906170376,0.671082,1.565858,0,63.5,2.2,0.1,0,0,1024,1033,1024,1024,0,1,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41600,2022-06-18 20:00:58,4.52531710152499,-73.7732244312362,-7.545932,,,10828.336486599,16.4042,1.4987498,75.084319988,96.38451752,8,4,15.392,10851.302366599,15.419948,14.1598302,75.084319988,0.671082,1.342164,0.223694,63.5,-0.6,-1.2,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41700,2022-06-18 20:00:59,4.52531734544635,-73.7732240707609,-7.545932,,,10828.336486599,16.732284,1.4987498,75.237207132,96.542982092,8,4,15.392,10851.302366599,15.419948,14.1598302,75.237207132,0.671082,1.342164,0,63.5,-4,-0.6,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41800,2022-06-18 20:00:59,4.52531748842374,-73.7732237610999,-7.545932,,,10828.336486599,17.060368,1.8119214,75.360566716,96.667325928,9,4,15.392,10851.302366599,15.419948,14.1598302,75.360566716,0.894776,1.565858,-0.223694,63.5,-4.8,0.1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.336486599,-7.545932,6,P-GPS,
41900,2022-06-18 20:00:59,4.52531765328741,-73.7732234275434,-7.217848,,,10828.664570599,17.060368,1.7000744,75.495081156,96.802496536,9,4,15.392,10851.302366599,15.419948,14.1598302,75.495081156,0.671082,1.565858,-0.447388,63.5,-3.2,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,98,3.799,3.845,3.839,3.823,0,0,13.368,60.71,10828.664570599,-7.217848,6,P-GPS,
42000,2022-06-18 20:00:59,4.52531787857938,-73.7732229931315,-6.889764,,,10828.992654599,17.388452,1.4987498,75.67093418,96.980646148,9,4,15.475,10851.302366599,15.419948,14.1598302,75.67093418,0.671082,1.342164,-0.447388,63.5,-0.3,-0.7,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42100,2022-06-18 20:00:59,4.52531808315754,-73.7732226385485,-6.889764,,,10828.992654599,17.716536,1.2079476,75.817259644,97.129596284,9,4,15.475,10851.302366599,15.419948,14.1598302,75.817259644,0.447388,1.11847,0,63.5,2.4,-0.8,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42200,2022-06-18 20:00:59,4.52531824202202,-73.7732223093382,-6.889764,,,10828.992654599,18.04462,0.7158208,75.949477496,97.262798388,9,4,15.475,10851.302366599,15.419948,14.1598302,75.949477496,0.223694,0.671082,0,63.6,4.1,-0.8,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42300,2022-06-18 20:00:59,4.52531835069786,-73.7732221474988,-6.889764,,,10828.992654599,18.04462,0.4921268,76.017718968,97.333664532,9,4,15.475,10851.302366599,15.419948,14.1598302,76.017718968,0.223694,0.447388,0.223694,63.6,3.4,0,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42400,2022-06-18 20:00:59,4.52531832733295,-73.7732220875799,-6.889764,,,10828.992654599,18.372704,0.223694,76.035763588,97.356958496,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.223694,0.223694,63.7,0.5,1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42500,2022-06-18 20:00:59,4.52531825146048,-73.7732221506253,-6.889764,,,10828.992654599,18.372704,0.223694,76.004923692,97.393047736,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.223694,0,63.6,-2.9,0,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10828.992654599,-6.889764,6,P-GPS,
42600,2022-06-18 20:01:00,4.5253180915538,-73.7732221410912,-6.56168,,,10829.320738599,18.700788,0.223694,75.989503744,97.451446688,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.223694,-0.223694,63.6,-5.3,-1.8,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10829.320738599,-6.56168,6,P-GPS,
42700,2022-06-18 20:01:00,4.5253179765596,-73.773222187439,-6.233596,,,10829.648822599,18.700788,0.447388,75.959976184,97.49672228,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.447388,-0.447388,63.6,-5.8,-1.5,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10829.648822599,-6.233596,6,P-GPS,
42800,2022-06-18 20:01:00,4.525317914099,-73.7732221468288,-6.233596,,,10829.648822599,19.028872,0.447388,75.966537864,97.523953252,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.447388,-0.223694,63.6,-4.9,-0.9,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10829.648822599,-6.233596,6,P-GPS,
42900,2022-06-18 20:01:00,4.52531786877614,-73.7732221635608,-5.905512,,,10829.976906599,19.028872,0.3131716,75.955383008,97.541341704,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,-0.223694,0.223694,-0.223694,63.6,-4,-1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10829.976906599,-5.905512,6,P-GPS,
43000,2022-06-18 20:01:00,4.52531783096368,-73.77322208691,-5.905512,,,10829.976906599,19.028872,0.447388,75.977364636,97.572509684,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,-0.447388,0,0,63.6,-4.2,-2.1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10829.976906599,-5.905512,6,P-GPS,
43100,2022-06-18 20:01:00,4.52531780633509,-73.7732221034701,-5.577428,,,10830.304990599,19.356956,0.223694,75.968834452,97.583336456,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,-0.223694,0,0,63.6,-4.5,-2.3,1,0,1024,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.304990599,-5.577428,6,P-GPS,
43300,2022-06-18 20:01:00,4.52531781043877,-73.7732220775648,-5.577428,,,10830.304990599,19.356956,0,75.978020804,97.592850892,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.223694,63.6,-5.4,-0.8,0,0,1025,1024,1024,1024,0,0,0,0,63.3,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.304990599,-5.577428,6,P-GPS,
43400,2022-06-18 20:01:00,4.52531784206966,-73.773222070848,-5.249344,,,10830.633074599,19.356956,0,75.9842544,97.604661916,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.223694,63.6,-5,-0.9,0,0,1025,1024,1024,1024,0,0,0,0,63.5,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.633074599,-5.249344,6,P-GPS,
43500,2022-06-18 20:01:00,4.5253178736745,-73.7732221181921,-5.249344,,,10830.633074599,19.356956,0,75.971459124,97.625331208,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.223694,63.5,-4.3,-0.8,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.633074599,-5.249344,6,P-GPS,
43600,2022-06-18 20:01:01,4.52531789598419,-73.7732220820312,-5.249344,,,10830.633074599,19.028872,0.223694,75.986550988,97.64107924,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.223694,0.447388,63.6,-2.7,-0.4,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.633074599,-5.249344,6,P-GPS,
43700,2022-06-18 20:01:01,4.52531790935046,-73.7732221276404,-5.249344,,,10830.633074599,19.028872,0.223694,75.972443376,97.658139608,9,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.223694,0.894776,63.6,-1.7,0.2,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.633074599,-5.249344,6,P-GPS,
43800,2022-06-18 20:01:01,4.52531769752246,-73.7732223232185,-5.577428,,,10830.304990599,19.028872,0.447388,75.880251772,97.763126488,11,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.447388,1.11847,63.5,-2.4,0.3,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.847,3.898,3.887,3.863,0,0,11.24,60.71,10830.304990599,-5.577428,6,P-GPS,
43900,2022-06-18 20:01:01,4.52531748305639,-73.7732225719299,-5.905512,,,10829.976906599,19.028872,0.447388,75.76935938,97.882877148,11,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.447388,1.11847,63.5,-4.3,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10829.976906599,-5.905512,6,P-GPS,
44100,2022-06-18 20:01:01,4.52531678561336,-73.773223229921,-5.905512,,,10829.976906599,18.700788,0.223694,75.46096042,98.232286608,11,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.223694,0.447388,63.5,-9.6,-0.1,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10829.976906599,-5.905512,6,P-GPS,
44200,2022-06-18 20:01:01,4.52531643744552,-73.7732234894206,-5.905512,,,10829.976906599,18.372704,0.223694,75.331039156,98.390423096,11,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0.223694,0,0.223694,63.4,-8.9,0.8,1,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10829.976906599,-5.905512,6,P-GPS,
44400,2022-06-18 20:01:01,4.52531587586033,-73.7732236889155,-5.577428,,,10830.304990599,18.372704,0,75.197180884,98.607942788,11,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,63.5,-5.1,0.8,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10830.304990599,-5.577428,6,P-GPS,
44500,2022-06-18 20:01:01,4.52531560359752,-73.7732237255746,-5.577428,,,10830.304990599,18.04462,0,75.152889544,98.708008408,11,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.447388,63.5,-4.6,0.4,0,0,1024,1024,1024,1024,0,0,0,0,63.5,0,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10830.304990599,-5.577428,6,P-GPS,
44600,2022-06-18 20:01:02,4.52531531612504,-73.7732237715616,-5.577428,,,10830.304990599,18.04462,0,75.104005028,98.814307624,10,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.223694,63.6,-4.6,0.4,0,0,1024,1024,1024,1024,0,0,0,0,63.5,-0.2,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10830.304990599,-5.577428,6,P-GPS,
44800,2022-06-18 20:01:02,4.52531482955249,-73.7732239251896,-5.577428,,,10830.304990599,17.716536,0,74.995409224,99.000331252,10,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,63.6,-4.6,1,0,0,1024,1024,1024,1024,0,0,0,0,63.5,-0.5,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10830.304990599,-5.577428,6,P-GPS,
44900,2022-06-18 20:01:02,4.52531458195735,-73.7732240087291,-5.577428,,,10830.304990599,17.716536,0,74.938322608,99.095803696,10,4,15.392,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.447388,63.5,-4.3,0.2,0,0,1024,1024,1024,968,0,0,0,-8,63.5,-0.8,97,3.827,3.878,3.878,3.86,0,0,12.448,60.71,10830.304990599,-5.577428,6,P-GPS,
45000,2022-06-18 20:01:02,4.52531439618446,-73.7732240477416,-5.905512,,,10829.976906599,17.388452,0,74.903873788,99.16502942,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,63.5,-3.5,-0.6,0,0,1024,1024,1024,987,0,0,0,-6,63.4,-1.2,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.976906599,-5.905512,6,P-GPS,
45100,2022-06-18 20:01:02,4.52531416919239,-73.7732241055132,-5.905512,,,10829.976906599,17.388452,0,74.858270112,99.25033126,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,63.1,-2.2,-2.1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-1.6,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.976906599,-5.905512,6,P-GPS,
45200,2022-06-18 20:01:02,4.52531393987491,-73.7732242137726,-5.905512,,,10829.976906599,17.060368,0,74.7949499,99.342850948,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.894776,62.6,-2.7,-2.3,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-2.1,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.976906599,-5.905512,6,P-GPS,
45300,2022-06-18 20:01:02,4.5253137070921,-73.773224394182,-6.233596,,,10829.648822599,17.060368,0,74.706039136,99.450134416,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,-0.223694,0.894776,62.6,-4.7,-1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-2.7,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45400,2022-06-18 20:01:02,4.52531358024282,-73.773224557911,-6.233596,,,10829.648822599,16.732284,0,74.635172992,99.525593736,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.6,-6.6,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-2.7,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45500,2022-06-18 20:01:02,4.52531343624929,-73.7732247042897,-6.233596,,,10829.648822599,16.732284,0,74.56857194,99.600396888,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.447388,62.5,-6.9,-0.1,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-3.4,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45600,2022-06-18 20:01:02,4.52531337853072,-73.7732247551727,-6.233596,,,10829.648822599,16.4042,0.223694,74.544293724,99.628284028,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0.223694,0,62.6,-6.2,-0.4,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-4.2,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45700,2022-06-18 20:01:03,4.52531329152622,-73.77322479647,-6.233596,,,10829.648822599,16.4042,0,74.520343592,99.663389016,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.6,-4.8,-0.7,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-5.3,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45800,2022-06-18 20:01:03,4.52531328516226,-73.7732247854585,-6.233596,,,10829.648822599,16.076116,0,74.523296348,99.667982192,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.223694,62.6,-3.6,-0.4,0,0,1024,1024,1024,1024,0,0,0,0,63.3,-6.5,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
45900,2022-06-18 20:01:03,4.52531322453854,-73.7732248124117,-6.233596,,,10829.648822599,16.076116,0,74.507220232,99.692260408,10,4,15.475,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.6,-3.4,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-7.8,97,3.847,3.893,3.882,3.86,0,0,11.44,60.71,10829.648822599,-6.233596,6,P-GPS,
46000,2022-06-18 20:01:03,4.52531318761195,-73.7732247904403,-6.233596,,,10829.648822599,16.076116,0,74.510829156,99.70800844,10,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.5,-3.5,-0.5,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-9,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10829.648822599,-6.233596,6,P-GPS,
46100,2022-06-18 20:01:03,4.52531310832627,-73.7732248126178,-6.56168,,,10829.320738599,15.748032,0,74.494096872,99.738192168,10,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.5,-4.3,0,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-10.2,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10829.320738599,-6.56168,6,P-GPS,
46200,2022-06-18 20:01:03,4.52531307640225,-73.773224825141,-6.56168,,,10829.320738599,15.748032,0,74.486222856,99.75065936,10,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.5,-4.3,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-10.2,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10829.320738599,-6.56168,6,P-GPS,
46300,2022-06-18 20:01:03,4.5253129994029,-73.7732248455492,-6.889764,,,10828.992654599,15.748032,0,74.470802908,99.779530752,10,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.894776,62.4,-4,-0.5,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-12.8,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
46400,2022-06-18 20:01:03,4.52531293868149,-73.7732248474388,-6.889764,,,10828.992654599,15.419948,0,74.463256976,99.801840464,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.5,-3.4,-0.6,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-14,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
46500,2022-06-18 20:01:03,4.52531283540557,-73.7732248734128,-7.217848,,,10828.664570599,15.419948,0,74.442915768,99.840554376,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.671082,62.5,-4,-1,0,0,1024,1024,1025,1024,0,0,0,0,63.2,-15.2,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
46600,2022-06-18 20:01:04,4.52531275534475,-73.773224868139,-7.217848,,,10828.664570599,15.419948,0,74.43569792,99.869753852,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0.447388,62.6,-4.7,-0.9,0,0,1024,1024,1026,1024,0,0,0,0,63.2,-16.4,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
46700,2022-06-18 20:01:04,4.52531265675875,-73.7732248698225,-7.217848,,,10828.664570599,15.419948,0,74.42421498,99.905843092,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.6,-4.5,-1.3,0,0,1024,1024,1042,1024,0,0,3,0,63.2,-16.4,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
46800,2022-06-18 20:01:04,4.52531262986988,-73.7732248718496,-7.217848,,,10828.664570599,15.419948,0,74.420606056,99.915685612,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-4.3,-2,0,0,1024,1024,1062,1024,0,0,6,0,63.2,-18.7,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
46900,2022-06-18 20:01:04,4.52531260387991,-73.7732248987512,-7.217848,,,10828.664570599,15.091864,0,74.408138864,99.92946514,11,4,15.42,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-4.1,-1.4,0,0,1024,1024,1060,1024,0,0,5,0,63.2,-18.7,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
47000,2022-06-18 20:01:04,4.52531265274626,-73.7732248816585,-7.217848,,,10828.664570599,15.091864,0,74.419621804,99.948165928,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-4.1,-0.3,0,0,1024,1024,1065,1024,0,0,6,0,63.2,-19.8,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.664570599,-7.217848,6,P-GPS,
47100,2022-06-18 20:01:04,4.52531267010547,-73.7732248879287,-6.889764,,,10828.992654599,15.091864,0,74.41929372,99.955055692,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-3.9,-0.1,0,0,1024,1024,1072,1024,0,0,7,0,63.2,-21,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
47200,2022-06-18 20:01:04,4.52531269875306,-73.773224876024,-6.889764,,,10828.992654599,15.091864,0,74.426839652,99.966210548,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-3.2,-0.7,0,0,1024,1024,1084,1024,0,0,9,0,63.1,-22.1,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
47300,2022-06-18 20:01:04,4.52531269213506,-73.7732249113775,-6.889764,,,10828.992654599,15.091864,0,74.413716292,99.979333908,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-3.1,-1.1,0,0,1024,1024,1066,1024,0,0,6,0,63.2,-23.2,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
47400,2022-06-18 20:01:04,4.52531271912164,-73.7732249918419,-6.889764,,,10828.992654599,15.091864,0,74.388781908,100.010173804,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.7,-4.3,-0.4,0,0,1024,1024,1031,1024,0,0,1,0,63.2,-24.4,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
47500,2022-06-18 20:01:04,4.52531273066405,-73.7732251001357,-6.889764,,,10828.992654599,15.091864,0,74.352692668,100.049871968,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.8,-5.4,-0.5,0,0,1024,1024,1024,1024,0,0,0,0,63.2,-25.5,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
47600,2022-06-18 20:01:05,4.52531274922831,-73.7732251808235,-6.889764,,,10828.992654599,15.091864,0,74.326774032,100.080055696,11,4,15.365,10851.302366599,15.419948,14.1598302,76.035763588,0,0,0,62.8,-5.3,-0.3,0,0,1024,1024,1024,1024,0,0,0,0,63.1,-26.5,97,3.83,3.876,3.867,3.843,0,0,12.302,60.71,10828.992654599,-6.889764,6,P-GPS,
