time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
203900,2022-06-18 13:20:07,4.52599847445354,-73.7717494653788,-109.90814,,,10724.675078754,21.653544,0,654.78020468,846.42719244,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,3.131716,111, -3, -4,0,0,1024,1024,500,1024,0,0,-79,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10724.675078754,-109.90814,6,P-GPS,
204000,2022-06-18 13:20:07,4.52599844808098,-73.7717495005605,-110.236224,,,10724.346994754,21.653544,0,654.76380048,846.44359664,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,3.579104,110.9, -2.5, -3.8,0,0,1024,1024,490,1024,0,0,-81,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10724.346994754,-110.236224,6,P-GPS,
204100,2022-06-18 13:20:07,4.52599848390658,-73.7717494917651,-110.892392,,,10723.690826754,21.653544,0,654.77036216,846.45672,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,3.802798,110.8, -2.1, -3.4,0,0,1024,1024,462,1024,0,0,-85,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10723.690826754,-110.892392,6,P-GPS,
204200,2022-06-18 13:20:07,4.5259983515642,-73.7717495412395,-111.220476,,,10723.362742754,21.653544,0,654.73755376,846.50921344,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,4.026492,110.8, -1.8, -3,0,0,1024,1024,458,1024,0,0,-86,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10723.362742754,-111.220476,6,P-GPS,
204300,2022-06-18 13:20:08,4.52599838506079,-73.7717495279089,-111.876644,,,10722.706574754,21.653544,0,654.74739628,846.5223368,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,4.250186,110.8, -1.7, -2.9,0,0,1024,1024,445,1024,0,0,-88,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10722.706574754,-111.876644,6,P-GPS,
204400,2022-06-18 13:20:08,4.52599839259582,-73.7717494759608,-112.532812,,,10722.050406754,21.653544,0,654.76380048,846.538741,16,5,15.326,10834.583218754,0,20.7588032,655.46590024,0,0,4.47388,110.7, -1.6, -3.1,0,0,1024,1024,415,1024,0,0,-92,0,112.1,-77.4,81,3.824,3.831,3.837,3.834,0,0,0,32,10722.050406754,-112.532812,6,P-GPS,
204500,2022-06-18 13:20:08,4.52599842794192,-73.7717494538347,-113.18898,,,10721.394238754,21.653544,0,654.77692384,846.5551452,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0,4.697574,110.8, -1.9, -2.7,0,0,1024,1024,390,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10721.394238754,-113.18898,6,P-GPS,
204600,2022-06-18 13:20:08,4.52599853767924,-73.7717494564459,-114.173232,,,10720.409986754,21.653544,0,654.7900472,846.59451528,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0,4.921268,110.9, -2.4, -2.4,0,0,1024,1024,390,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10720.409986754,-114.173232,6,P-GPS,
204700,2022-06-18 13:20:08,4.52599857692985,-73.7717494237378,-114.8294,,,10719.753818754,21.653544,0,654.8064514,846.61420032,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0,5.368656,111, -3.3, -1.5,0,0,1024,1024,390,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10719.753818754,-114.8294,6,P-GPS,
204800,2022-06-18 13:20:08,4.52599848445456,-73.7717494279981,-115.813652,,,10718.769566754,21.653544,0.223694,654.79332804,846.64700872,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,5.816044,110.9, -3, -1.5,0,0,1024,1024,389,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10718.769566754,-115.813652,6,P-GPS,
204900,2022-06-18 13:20:08,4.52599848520805,-73.7717493722019,-116.797904,,,10717.785314754,21.653544,0.223694,654.81301308,846.66669376,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,5.816044,110.8, -1.8, -2.3,0,0,1024,1024,389,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10717.785314754,-116.797904,6,P-GPS,
205000,2022-06-18 13:20:08,4.52599839088327,-73.7717492199308,-117.782156,,,10716.801062754,21.653544,0.223694,654.85238316,846.73231056,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,6.039738,110.7, -1.4, -2.5,0,0,1024,1024,389,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10716.801062754,-117.782156,6,P-GPS,
205100,2022-06-18 13:20:08,4.52599838670476,-73.7717491512164,-118.438324,,,10716.144894754,21.653544,0.223694,654.87534904,846.75855728,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,6.263432,110.7, -1.3, -2.2,0,0,1024,1024,390,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10716.144894754,-118.438324,6,P-GPS,
205200,2022-06-18 13:20:08,4.52599850911463,-73.7717490750808,-119.422576,,,10715.160642754,21.653544,0.223694,654.91471912,846.81105072,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,6.263432,110.8, -0.5, -2.9,0,0,1024,1024,389,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10715.160642754,-119.422576,6,P-GPS,
205300,2022-06-18 13:20:09,4.52599853206221,-73.7717490163987,-120.406828,,,10714.176390754,21.653544,0.223694,654.937685,846.8340166,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,6.263432,110.8, -0.3, -3.1,0,0,1024,1024,388,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10714.176390754,-120.406828,6,P-GPS,
205400,2022-06-18 13:20:09,4.52599841163888,-73.7717488670136,-121.39108,,,10713.192138754,21.653544,0.223694,654.97377424,846.90291424,16,5,15.465,10834.583218754,0,20.7588032,655.46590024,0,0.223694,6.263432,110.8, -0.8, -3,0,0,1024,1024,388,1024,0,0,-96,0,112.1,-77.4,81,3.882,3.876,3.865,3.842,0,0,0,32,10713.192138754,-121.39108,6,P-GPS,
205500,2022-06-18 13:20:09,4.52599845691752,-73.7717488163023,-122.375332,,,10712.207886754,21.653544,0,654.99674012,846.92916096,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -0.8, -2.6,0,0,1024,1024,388,1024,0,0,-96,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10712.207886754,-122.375332,6,P-GPS,
205600,2022-06-18 13:20:09,4.52599851829371,-73.7717488436507,-123.359584,,,10711.223634754,21.653544,0,654.99674012,846.95212684,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -0.6, -2.7,0,0,1024,1024,388,1024,0,0,-96,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10711.223634754,-123.359584,6,P-GPS,
205700,2022-06-18 13:20:09,4.52599858425942,-73.7717488150655,-124.343836,,,10710.239382754,21.653544,0,655.01314432,846.97837356,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -1.1, -2.8,0,0,1024,1024,387,1024,0,0,-97,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10710.239382754,-124.343836,6,P-GPS,
205800,2022-06-18 13:20:09,4.52599873468587,-73.77174880146,-125.000004,,,10709.583214754,21.653544,0,655.03939104,847.03414784,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -1.6, -2.1,0,0,1024,1024,387,1024,0,0,-97,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10709.583214754,-125.000004,6,P-GPS,
205900,2022-06-18 13:20:09,4.52599881894111,-73.7717487798837,-125.984256,,,10708.598962754,21.653544,0,655.05579524,847.06695624,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -1.3, -2,0,0,1024,1024,391,1024,0,0,-96,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10708.598962754,-125.984256,6,P-GPS,
206000,2022-06-18 13:20:09,4.52599886778176,-73.7717485718165,-126.968508,,,10707.614710754,21.653544,0,655.1345354,847.14241556,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.8, -1.5, -2,0,0,1024,1024,406,1024,0,0,-94,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10707.614710754,-126.968508,6,P-GPS,
206100,2022-06-18 13:20:09,4.52599894210448,-73.7717485439184,-127.95276,,,10706.630458754,21.653544,0,655.15422044,847.17194312,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.9, -1, -2,0,0,1024,1024,430,1024,0,0,-90,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10706.630458754,-127.95276,6,P-GPS,
206200,2022-06-18 13:20:09,4.52599892806193,-73.7717484952686,-128.937012,,,10705.646206754,21.653544,0,655.1673438,847.19162816,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.263432,110.9, -0.7, -2.2,0,0,1024,1024,574,1024,0,0,-68,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10705.646206754,-128.937012,6,P-GPS,
206300,2022-06-18 13:20:10,4.52599899005462,-73.7717484882598,-129.921264,,,10704.661954754,21.653544,0,655.18046716,847.21459404,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,6.039738,110.9, -1, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10704.661954754,-129.921264,6,P-GPS,
206400,2022-06-18 13:20:10,4.52599912945253,-73.7717486024631,-130.577432,,,10704.005786754,21.653544,0,655.15750128,847.28021084,16,5,15.499,10834.583218754,0,20.7588032,655.46590024,0,0,5.59235,110.9, -0.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.886,3.887,3.875,3.851,0,0,0,32,10704.005786754,-130.577432,6,P-GPS,
206500,2022-06-18 13:20:10,4.52599920651529,-73.7717486307735,-131.2336,,,10703.349618754,21.653544,0,655.16078212,847.3097384,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,4.697574,110.6, 0, -3.9,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10703.349618754,-131.2336,6,P-GPS,
206600,2022-06-18 13:20:10,4.52599942235946,-73.7717485601351,-131.889768,,,10702.693450754,21.653544,0.223694,655.21327556,847.3917594,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0.223694,0,3.802798,110.8, -1.9, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10702.693450754,-131.889768,6,P-GPS,
206700,2022-06-18 13:20:10,4.52599956401789,-73.7717485947671,-132.545936,,,10702.037282754,21.653544,0.223694,655.21983724,847.44425284,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0.223694,0,2.684328,111, -3.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
206800,2022-06-18 13:20:10,4.52599960511798,-73.7717486004017,-132.87402,,,10701.709198754,21.653544,0.223694,655.22311808,847.46065704,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0.223694,0,1.565858,111, -3.6, -1,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
206900,2022-06-18 13:20:10,4.52599967457715,-73.7717485991649,-132.87402,,,10701.709198754,21.653544,0,655.2329606,847.48690376,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,0.671082,111, -3.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
207000,2022-06-18 13:20:10,4.52599968430416,-73.7717486443789,-132.87402,,,10701.709198754,21.653544,0,655.21983724,847.50330796,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,0,110.9, -3.9, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
207100,2022-06-18 13:20:10,4.52599970012771,-73.7717486192295,-132.87402,,,10701.709198754,21.653544,0,655.22967976,847.51315048,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
207200,2022-06-18 13:20:10,4.52599966395958,-73.7717486641687,-133.202104,,,10701.381114754,21.653544,0,655.20999472,847.53611636,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,-0.223694,111.1, -3.4, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207300,2022-06-18 13:20:10,4.52599964567005,-73.7717486373701,-133.202104,,,10701.381114754,21.653544,0,655.2165564,847.54595888,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,-0.223694,111.1, -3.2, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207400,2022-06-18 13:20:11,4.52599980219301,-73.7717486237646,-133.202104,,,10701.381114754,21.653544,0,655.24280312,847.605014,16,5,15.41,10834.583218754,0,20.7588032,655.46590024,0,0,-0.223694,111.1, -3.4, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.862,3.863,3.853,3.832,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207500,2022-06-18 13:20:11,4.52599977540943,-73.7717486041123,-133.202104,,,10701.381114754,21.653544,0,655.24280312,847.61485652,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,-0.223694,111.1, -3.5, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207600,2022-06-18 13:20:11,4.52599985082815,-73.771748655923,-133.202104,,,10701.381114754,21.653544,0,655.23624144,847.65094576,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -3.6, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207700,2022-06-18 13:20:11,4.52599980965952,-73.7717486428672,-133.202104,,,10701.381114754,21.653544,0,655.23624144,847.66406912,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -3.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207800,2022-06-18 13:20:11,4.52599962025644,-73.7717486850579,-133.202104,,,10701.381114754,21.653544,0,655.19687136,847.7362476,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -3.9, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
207900,2022-06-18 13:20:11,4.52599953627517,-73.7717486695284,-133.202104,,,10701.381114754,21.653544,0,655.19030968,847.76577516,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -3.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208000,2022-06-18 13:20:11,4.52599955463322,-73.7717488278464,-133.202104,,,10701.381114754,21.653544,0,655.13781624,847.82483028,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.5, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208100,2022-06-18 13:20:11,4.52599945140339,-73.7717488211124,-133.202104,,,10701.381114754,21.653544,0,655.12797372,847.86420036,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.2, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208200,2022-06-18 13:20:11,4.52599920822767,-73.7717487991238,-133.202104,,,10701.381114754,21.653544,0,655.101727,847.95278304,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.1, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208300,2022-06-18 13:20:12,4.5259990864343,-73.7717487912903,-133.202104,,,10701.381114754,21.653544,0,655.08860364,847.99543396,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.1, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208400,2022-06-18 13:20:12,4.52599896210644,-73.7717487955506,-133.202104,,,10701.381114754,21.653544,0,655.07219944,848.04136572,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.3, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208500,2022-06-18 13:20:12,4.52599884428608,-73.7717487879921,-133.202104,,,10701.381114754,21.653544,0,655.05907608,848.08401664,16,5,15.057,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -3.6, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.759,3.771,3.772,3.755,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208600,2022-06-18 13:20:12,4.52599863248345,-73.7717486449286,-133.202104,,,10701.381114754,21.653544,0,655.07876112,848.179161,16,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -3.5, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.381114754,-133.202104,6,P-GPS,
208700,2022-06-18 13:20:12,4.52599850719657,-73.7717486108463,-132.87402,,,10701.709198754,21.653544,0.223694,655.07219944,848.22509276,16,5,15.299,10834.583218754,0,20.7588032,655.46590024,-0.223694,0,0,111, -3.2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
208800,2022-06-18 13:20:12,4.52599816969609,-73.7717486188171,-132.87402,,,10701.709198754,21.653544,0,655.02626768,848.34976468,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.8, -2.9,1,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
208900,2022-06-18 13:20:12,4.52599804427222,-73.7717485705796,-132.87402,,,10701.709198754,21.653544,0,655.02626768,848.39897728,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.6, -3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
209000,2022-06-18 13:20:12,4.52599790275081,-73.7717484251799,-132.87402,,,10701.709198754,21.653544,0,655.05579524,848.47115576,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.6, -2.9,1,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
209100,2022-06-18 13:20:12,4.52599780164452,-73.7717483621001,-132.87402,,,10701.709198754,21.653544,0,655.06235692,848.51380668,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.5, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10701.709198754,-132.87402,6,P-GPS,
209200,2022-06-18 13:20:12,4.52599768272818,-73.7717482808796,-132.545936,,,10702.037282754,21.653544,0,655.07548028,848.56630012,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.3, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209300,2022-06-18 13:20:13,4.52599760443245,-73.7717482099663,-132.545936,,,10702.037282754,21.653544,0,655.08860364,848.6056702,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.1, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209400,2022-06-18 13:20:13,4.52599759950045,-73.7717481686003,-132.545936,,,10702.037282754,21.653544,0,655.101727,848.6220744,15,5,15.299,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.1, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.833,3.835,3.826,3.805,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209500,2022-06-18 13:20:13,4.52599754661829,-73.7717481106053,-132.545936,,,10702.037282754,21.653544,0,655.11485036,848.64832112,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.2, -2.2, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209600,2022-06-18 13:20:13,4.5259973111146,-73.7717479529744,-132.545936,,,10702.037282754,21.653544,0,655.13781624,848.753308,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.2, -2.1, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209700,2022-06-18 13:20:13,4.52599725453343,-73.7717478969035,-132.545936,,,10702.037282754,21.653544,0,655.14765876,848.78283556,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.2, -2, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209800,2022-06-18 13:20:13,4.52599729809958,-73.7717477651092,-132.545936,,,10702.037282754,21.653544,0,655.2001522,848.83204816,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.2, -2.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
209900,2022-06-18 13:20:13,4.5259972735765,-73.7717477083511,-132.545936,,,10702.037282754,21.653544,0,655.21327556,848.85501404,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.2, -2.2, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210000,2022-06-18 13:20:13,4.52599712808208,-73.7717477050528,-132.545936,,,10702.037282754,21.653544,0,655.19687136,848.90750748,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111.1, -2.1, -2.5,1,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210100,2022-06-18 13:20:13,4.52599710849103,-73.7717476529673,-132.545936,,,10702.037282754,21.653544,0,655.20999472,848.92719252,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210200,2022-06-18 13:20:13,4.52599725097146,-73.7717476254816,-132.545936,,,10702.037282754,21.653544,0,655.23952228,848.97968596,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210300,2022-06-18 13:20:14,4.52599726563051,-73.7717475790306,-132.545936,,,10702.037282754,21.653544,0,655.25592648,848.999371,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,110.9, -2.1, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210400,2022-06-18 13:20:14,4.52599718692379,-73.7717475327171,-132.545936,,,10702.037282754,21.653544,0,655.26248816,849.0321794,15,5,15.311,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.2, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.837,3.838,3.829,3.807,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210500,2022-06-18 13:20:14,4.52599720630934,-73.7717474854416,-132.545936,,,10702.037282754,21.653544,0,655.2821732,849.05186444,15,5,15.303,10834.583218754,0,20.7588032,655.46590024,0,0,0,111, -2.2, -2,0,0,1024,1024,1024,1024,0,0,0,0,112.1,-77.4,81,3.835,3.836,3.827,3.805,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
210600,2022-06-18 13:20:14,4.52599724377895,-73.7717474380286,-132.545936,,,10702.037282754,21.653544,0,655.30185824,849.07154948,15,5,15.303,10834.583218754,0,20.7588032,655.46590024,0,0,0,110.9, -2.1, -2,0,0,1034,1024,1024,1024,2,0,0,0,112.1,-77.4,81,3.835,3.836,3.827,3.805,0,0,0,32,10702.037282754,-132.545936,6,P-GPS,
