,Y,X
907,-73,110.90899999999999
908,-97,530.906
909,-97,530.906
910,-86,219.911
911,-86,219.911
912,-97,288.379
913,-97,288.379
914,-90,253.04900000000004
915,-103,814.4590000000001
916,-103,814.4590000000001
917,-111,863.9259999999999
918,-111,863.9259999999999
919,-85,322.014
920,-105,523.733
921,-105,523.733
922,-96,258.363
923,-96,258.363
924,-108,698.5120000000001
925,-108,698.5120000000001
926,-102,398.038
927,-102,398.038
928,-95,753.932
929,-90,415.86400000000003
930,-90,415.86400000000003
931,-101,712.176
932,-101,712.176
933,-92,784.836
934,-92,784.836
935,-108,660.015
936,-108,660.015
937,-91,703.5630000000001
938,-91,703.5630000000001
939,-93,649.123
940,-93,649.123
941,-80,94.35000000000001
942,-80,94.35000000000001
943,-84,213.731
944,-103,560.453
945,-90,846.216
946,-84,642.811
947,-84,642.811
948,-94,513.7779999999999
949,-94,513.7779999999999
950,-105,861.6089999999999
951,-96,276.779
952,-96,276.779
953,-101,554.586
954,-101,554.586
955,-91,247.984
956,-91,247.984
957,-105,797.694
958,-105,797.694
959,-111,847.157
960,-111,847.157
961,-86,309.801
962,-104,507.982
963,-104,507.982
964,-94,912.972
965,-94,912.972
966,-98,263.297
967,-98,263.297
968,-99,687.919
969,-99,687.919
970,-91,760.6469999999999
971,-91,760.6469999999999
972,-93,636.794
973,-93,636.794
974,-98,695.55
975,-98,695.55
976,-90,625.3480000000001
977,-90,625.3480000000001
978,-87,96.321
979,-87,96.321
980,-79,189.435
981,-79,189.435
982,-97,536.147
983,-92,822.7130000000001
984,-94,81.716
985,-94,81.716
986,-89,763.737
987,-89,763.737
988,-85,490.07
989,-85,490.07
990,-107,223.28799999999998
991,-107,223.28799999999998
992,-93,270.238
993,-93,270.238
994,-105,233.97899999999998
995,-105,233.97899999999998
996,-90,778.6809999999999
997,-90,778.6809999999999
998,-102,823.037
999,-102,823.037
1000,-77,315.09
1001,-77,315.09
1002,-89,287.769
1003,-94,492.027
1004,-94,492.027
1005,-90,639.9749999999999
1006,-90,639.9749999999999
1007,-101,393.14300000000003
1008,-101,393.14300000000003
1009,-88,461.61600000000004
1010,-88,461.61600000000004
1011,-85,621.265
1012,-85,621.265
1013,-94,262.651
1014,-94,262.651
1015,-96,673.317
1016,-96,673.317
1017,-94,625.596
1018,-94,625.596
1019,-99,680.0840000000001
1020,-99,680.0840000000001
1021,-90,607.863
1022,-90,607.863
1023,-89,111.28
1024,-89,111.28
1025,-91,184.925
1026,-91,184.925
1027,-78,174.72
1028,-96,520.618
1029,-89,755.3149999999999
1030,-89,755.3149999999999
1031,-84,477.743
1032,-84,477.743
1033,-108,820.926
1034,-107,216.233
1035,-107,216.233
1036,-91,773.9780000000001
1037,-91,773.9780000000001
1038,-99,809.191
1039,-99,809.191
1040,-77,309.752
1041,-77,309.752
1042,-95,491.077
1043,-95,491.077
1044,-88,374.911
1045,-88,374.911
1046,-92,636.366
1047,-92,636.366
1048,-103,379.623
1049,-103,379.623
1050,-100,361.88300000000004
1051,-100,361.88300000000004
1052,-85,454.386
1053,-85,454.386
1054,-95,712.699
1055,-85,613.14
1056,-85,613.14
1057,-93,252.18699999999998
1058,-93,252.18699999999998
1059,-92,665.329
1060,-92,665.329
1061,-84,594.1410000000001
1062,-84,594.1410000000001
1063,-108,662.473
1064,-72,168.107
1065,-72,168.107
1066,-89,790.128
1067,-91,756.599
1068,-91,756.599
1069,-85,473.755
1070,-85,473.755
1071,-101,802.856
1072,-92,193.45200000000003
1073,-92,193.45200000000003
1074,-94,779.925
1075,-82,315.798
1076,-82,315.798
1077,-81,251.432
1078,-100,501.54299999999995
1079,-100,501.54299999999995
1080,-82,362.802
1081,-82,362.802
1082,-96,643.715
1083,-106,357.988
1084,-106,357.988
1085,-87,457.627
1086,-87,457.627
1087,-92,696.217
1088,-91,623.111
1089,-91,623.111
1090,-106,657.497
1091,-106,657.497
1092,-89,133.97899999999998
1093,-89,133.97899999999998
1094,-93,196.27
1095,-93,196.27
1096,-72,41.464
1097,-72,41.464
1098,-99,262.10499999999996
1099,-99,262.10499999999996
1100,-93,339.084
1101,-93,339.084
1102,-94,232.863
1103,-94,232.863
1104,-93,758.291
1105,-93,758.291
1106,-88,459.988
1107,-88,459.988
1108,-94,623.678
1109,-94,623.678
1110,-104,650.4
1111,-104,650.4
1112,-84,591.004
1113,-84,591.004
1114,-87,141.066
1115,-87,141.066
1116,-96,201.1
1117,-96,201.1
1118,-72,167.804
1119,-72,167.804
1120,-92,509.421
1121,-87,786.601
1122,-67,35.914
1123,-67,35.914
1124,-90,616.842
1125,-90,616.842
1126,-85,473.903
1127,-99,798.102
1128,-82,319.05899999999997
1129,-82,319.05899999999997
1130,-82,247.048
1131,-99,505.929
1132,-99,505.929
1133,-86,861.3389999999999
1134,-86,861.3389999999999
1135,-97,647.202
1136,-97,647.202
1137,-102,351.00199999999995
1138,-102,351.00199999999995
1139,-89,332.204
1140,-93,692.0690000000001
1141,-99,642.992
1142,-99,642.992
1143,-90,568.773
1144,-96,219.158
1145,-96,219.158
1146,-95,265.858
1147,-78,190.941
1148,-78,190.941
1149,-103,505.33399999999995
1150,-103,505.33399999999995
1151,-92,758.338
1152,-88,788.523
1153,-90,490.347
1154,-90,490.347
1155,-80,116.69699999999999
1156,-80,116.69699999999999
1157,-96,826.9689999999999
1158,-96,826.9689999999999
1159,-104,804.452
1160,-104,804.452
1161,-84,368.625
1162,-84,368.625
1163,-78,216.326
1164,-102,563.712
1165,-102,563.712
1166,-83,349.54699999999997
1167,-83,349.54699999999997
1168,-99,695.881
1169,-99,695.881
1170,-102,272.62199999999996
1171,-102,272.62199999999996
1172,-95,259.77299999999997
1173,-95,259.77299999999997
1174,-93,499.14300000000003
1175,-93,499.14300000000003
1176,-102,656.631
1177,-97,649.856
1178,-97,649.856
1179,-96,537.7539999999999
1180,-96,537.7539999999999
1181,-99,547.451
1182,-99,547.451
1183,-108,253.75900000000001
1184,-108,253.75900000000001
1185,-86,196.87199999999999
1186,-86,196.87199999999999
1187,-95,492.088
1188,-102,733.997
1189,-80,88.265
1190,-80,88.265
1191,-85,789.6619999999999
1192,-85,789.6619999999999
1193,-89,486.506
1194,-89,486.506
1195,-100,381.726
1196,-100,381.726
1197,-103,408.492
1198,-103,408.492
1199,-105,391.453
1200,-105,391.453
1201,-98,81.22500000000001
1202,-93,834.967
1203,-93,834.967
1204,-104,792.833
1205,-104,792.833
1206,-82,382.111
1207,-82,382.111
1208,-78,195.809
1209,-100,580.1469999999999
1210,-100,580.1469999999999
1211,-96,835.4549999999999
1212,-96,835.4549999999999
1213,-101,706.776
1214,-101,706.776
1215,-89,242.01
1216,-91,223.45100000000002
1217,-91,223.45100000000002
1218,-93,506.13699999999994
1219,-93,506.13699999999994
1220,-93,696.393
1221,-93,696.393
1222,-93,651.258
1223,-93,651.258
1224,-105,652.9019999999999
1225,-105,652.9019999999999
1226,-78,136.042
1227,-78,136.042
1228,-106,493.794
1229,-106,493.794
1230,-91,196.21099999999998
1231,-91,196.21099999999998
1232,-108,676.337
1233,-93,768.574
1234,-100,459.429
1235,-100,459.429
1236,-103,352.432
1237,-103,352.432
1238,-68,21.104000000000003
1239,-99,825.542
1240,-99,825.542
1241,-87,387.13399999999996
1242,-87,387.13399999999996
1243,-88,216.628
1244,-88,216.628
1245,-101,497.39
1246,-101,497.39
1247,-107,609.2610000000001
1248,-98,493.466
1249,-98,493.466
1250,-100,304.821
1251,-100,304.821
1252,-108,450.052
1253,-104,635.8589999999999
1254,-104,635.8589999999999
1255,-92,433.134
1256,-92,433.134
1257,-111,443.901
1258,-111,443.901
1259,-93,148.34900000000002
1260,-107,587.9689999999999
1261,-107,587.9689999999999
1262,-102,786.728
1263,-102,786.728
1264,-79,166.523
1265,-79,166.523
1266,-106,611.578
1267,-106,611.578
1268,-97,645.35
1269,-97,645.35
1270,-98,151.064
1271,-98,151.064
1272,-104,417.821
1273,-104,417.821
1274,-100,471.066
1275,-100,471.066
1276,-87,310.7
1277,-87,310.7
1278,-107,495.158
1279,-107,495.158
1280,-95,307.815
1281,-93,183.826
1282,-98,654.396
1283,-91,616.6859999999999
1284,-91,616.6859999999999
1285,-102,748.46
1286,-102,748.46
1287,-96,438.529
1288,-96,438.529
1289,-102,441.69199999999995
1290,-102,441.69199999999995
1291,-108,357.354
1292,-108,357.354
1293,-81,29.56
1294,-81,29.56
1295,-107,807.903
1296,-107,807.903
1297,-102,728.742
1298,-102,728.742
1299,-97,374.41999999999996
1300,-97,374.41999999999996
1301,-77,125.42900000000002
1302,-102,687.252
1303,-102,687.252
1304,-96,228.458
1305,-96,228.458
1306,-81,162.393
1307,-81,162.393
1308,-103,480.4
1309,-103,480.4
1310,-101,590.366
1311,-101,590.366
1312,-92,586.389
1313,-92,586.389
1314,-113,411.919
1315,-113,411.919
1316,-98,461.912
1317,-98,461.912
1318,-89,309.873
1319,-89,309.873
1320,-102,500.29699999999997
1321,-102,500.29699999999997
1322,-91,175.445
1323,-91,175.445
1324,-106,416.71999999999997
1325,-106,416.71999999999997
1326,-98,646.1750000000001
1327,-88,606.093
1328,-88,606.093
1329,-107,737.7139999999999
1330,-107,737.7139999999999
1331,-96,427.711
1332,-96,427.711
1333,-90,437.28099999999995
1334,-90,437.28099999999995
1335,-91,39.760999999999996
1336,-103,718.256
1337,-103,718.256
1338,-96,365.681
1339,-96,365.681
1340,-76,115.02999999999999
1341,-92,259.776
1342,-92,259.776
1343,-107,677.4010000000001
1344,-107,677.4010000000001
1345,-97,237.48
1346,-97,237.48
1347,-83,165.685
1348,-83,165.685
1349,-108,470.313
