Actual_UTMx,Actual_UTMy,Predicted_UTMx,Predicted_UTMy,Error
636150.4647229746,500397.6408068597,636191.9801552272,500376.6103448722,46.53827936798356
636167.3470420107,500417.1817740438,636154.4772745436,500452.70004894375,37.77801962152984
636181.2474708675,500419.87988384534,636246.7756931252,500449.4056975843,71.87295450452086
636187.6787259161,500417.30400290526,636109.232624101,500419.1674932303,78.46823233752052
636195.3756545808,500410.89571726084,636116.4944054004,500372.8805103514,87.56373352381956
636195.5079668284,500410.97985093476,636140.8050919191,500375.1059810872,65.41665736782491
636196.2877849434,500410.61990144785,636233.4349806121,500314.32939493237,103.2074405799379
636203.7423231325,500405.24044782924,636185.2115435461,500387.97435895127,25.328000655840448
636211.6938316633,500400.0594643485,636181.6782232783,500384.5626678701,33.779985906154494
636221.0896379268,500397.29169418116,636215.1455378721,500441.7755803937,44.87926534635217
636229.9472324065,500395.18036652275,636174.0381309949,500350.7462178378,71.41583290845107
636244.1610193629,500390.7978545331,636070.5866632638,500310.4177407464,191.28256529948717
636260.681423655,500384.45203868404,636113.0266833889,500296.07303630584,172.08361451466524
636260.6428998439,500384.5952725004,636134.5851532789,500289.88972005376,157.66958214336827
636262.08678118,500383.8706466883,636250.5777603763,500298.95030758076,85.69668344805267
636268.281420101,500381.32274481765,636245.1809570419,500291.9339502708,92.32544602696045
636294.3586152395,500372.48751374404,636310.8010355926,500247.788287943,125.7785756893695
636305.1128144515,500369.4360230937,636306.238613691,500318.52854160324,50.91992827596239
636312.4994943189,500367.8292691401,636271.1903858854,500270.4523243484,105.77670734396452
636331.1167091453,500364.36998295295,636376.9759613917,500352.5846773953,47.34938694102047
636380.4739407224,500359.9247705348,636426.4595279004,500389.7947785009,54.835131111400024
636392.7220642568,500359.9212876483,636389.7767880152,500436.45220258215,76.58756813444576
636394.6691289685,500360.46736626764,636458.2856411936,500366.9614545922,63.94711729903521
636433.7482370744,500369.5096313434,636501.2524543518,500334.92735341843,75.84690696867665
636474.153745027,500379.01369817683,636479.8599835112,500372.32189783314,8.79439307044577
636517.1527370417,500388.8708202112,636508.7576836009,500391.16400122736,8.702620378205648
636519.2279468629,500388.80398218485,636560.6718193549,500309.50822234014,89.47296852389877
636563.8362417386,500394.78555005486,636476.006457249,500434.6254371159,96.44318350471193
636579.6406109838,500397.7247007729,636539.7600085035,500395.0755596721,39.9684926256917
636583.7952376205,500398.6398240137,636614.9884051392,500417.16256020265,36.27816775659736
636629.4318197449,500409.80591730657,636502.2035312202,500472.4589772266,141.81834619771814
636656.5138716704,500459.30305263796,636442.4619517941,500393.518589349,223.93262382449905
636648.1451555273,500485.79543701926,636589.0640655148,500404.40313504374,100.5747583538373
636642.9030002006,500485.13044107513,636505.5979986608,500346.72715082025,194.95674956574797
636615.9673929657,500485.8070317583,636472.8981880909,500376.2016691002,180.22800256042714
636605.4638053566,500489.0358486166,636561.314637871,500378.79978133045,118.74821901989446
636603.5680263469,500492.126890906,636415.8733540197,500401.018737859,208.63840866828696
636593.844078324,500507.50068360864,636469.2735815293,500300.4995876072,241.59317543648416
636583.8265703339,500509.2133415391,636522.1221061423,500281.2121011818,236.20331603436904
636573.4865276895,500511.4566509581,636485.1024338964,500255.9790222446,270.33417617592926
