Actual_UTMx,Actual_UTMy,Predicted_UTMx,Predicted_UTMy,Error
636512.3301883766,500542.76909573463,636449.4153812476,500516.4902062693,68.18249766328496
636604.7639493278,500250.0278443914,636704.251905947,500235.3678926092,100.5622578233414
636512.7544419151,500523.19849980273,636476.7811264854,500536.51666882436,38.35952357745258
636279.4783781752,500726.1206856962,636193.9057249769,500770.5942824598,96.43951360559583
636514.1622221773,500546.41672982986,636397.4839827364,500456.6147225362,147.2352270110673
636241.0840866354,500294.122948105,636222.3384041097,500325.34394877637,36.41636302922581
636376.2121024331,500949.067663711,636580.2215644082,500811.2428109583,246.20225549668623
636599.1734381097,500834.6558248004,636599.3468588251,500825.02198080625,9.635404757845578
636475.6451652842,500551.09572421975,636499.2161308604,500525.35501224466,34.90235910622105
636976.5121925923,500103.29386412015,636913.8572769733,500073.3475628506,69.44364197636602
636261.5781071079,500499.9520493163,636191.4399872196,500476.25444342033,74.03331943565142
636203.7844513187,500352.6800349809,636186.9938934573,500324.0551372148,33.18595494202899
636279.023668352,500398.3023979316,636243.8175007495,500421.28986283636,42.04637653839436
636431.5746140328,500375.0326428413,636441.8491898384,500271.0439694404,104.49502908589929
636171.6057699579,500345.5608070954,636206.5039390463,500286.8980019196,68.25838349105702
636611.6112327304,500682.8358770461,636431.9811835971,500754.8811704726,193.5393470500237
636586.3714413412,500268.21610522986,636544.7210629233,500231.14433398965,55.75903734142709
636377.7438938477,500897.2770397963,636385.6309604981,500911.8239361586,16.54744735978179
636201.1605710832,500454.0816389228,636216.9321939317,500349.72144910344,105.54521924941406
636330.8861209385,500677.6573710207,636353.972040128,500617.67490336933,64.27173632609765
636851.7948527448,500098.6129011132,636812.3813395612,500022.88343028806,85.37199642115615
636605.1771060543,500690.90842337883,636511.0619281367,500788.53167166986,135.60223199246877
636280.0946095505,500397.25940233486,636325.8848683396,500464.6555586459,81.47999561532224
636200.5004426322,500427.614675563,636221.1552583061,500409.9611233169,27.171111817991342
636396.6657845691,500933.13251974003,636484.6647927478,500802.63099080935,157.39909305228167
636628.1823377383,500141.6216948265,636598.854443146,500167.8824156517,39.36687515507395
636267.6121880661,500468.32545512315,636297.2169579635,500426.51826518174,51.22776133578035
636427.7188127403,500388.38943410164,636669.570480526,500163.2076164747,330.4528411142457
636899.1111376999,500166.56314655027,636805.410228276,500200.85841022216,99.77988543381976
636643.2334597728,500624.1182230266,636507.5110507151,500604.89523413504,137.07696970075608
636157.6604263586,500396.58395421033,636209.7214935583,500291.683870287,117.10842123903223
636429.9303409699,500385.7151820126,636426.58759805,500330.7794398251,55.03734822753433
636521.863076172,500583.568114717,636511.8137200929,500636.7275255752,54.10094749995268
636241.0381098995,500294.20164555585,636206.815623022,500326.2930258659,46.91519261693174
636424.4143804756,500920.066240018,636614.0220068184,500800.7780320102,224.01055452157777
636502.9145870034,500195.9926471582,636272.1625240152,500392.87901037844,303.3327456695257
636445.588209306,500884.55516304745,636583.3015668499,500853.33592171443,141.20768348581254
636620.3712717136,500178.20696078177,636713.7156957707,500179.0627408111,93.34834686271414
636431.5222872553,500374.93332601304,636397.7035006342,500325.15888143296,60.17645438025024
